Subsidy Dt,Año,Mes,CUOTA,NET,NEW_SEGMENT,TIPO_SUBSIDIO,MARCA,MODELO,GAMA,Diferencia_a_pagar,Diferencia_pagada,precio_venta,unidades,Tipo_Bodega,bimestre,marcapref,gruposeleccionado
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,1620,1.01,2599,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,275,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO N,Media,2630,1.01,2999,1,BODEGA CORP,2,0,4
2/26/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,700,1.01,1399,1,BODEGA CORP,2,0,4
2/26/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,700,1.01,1399,1,BODEGA CORP,2,0,4
2/26/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,700,1.01,1399,1,BODEGA CORP,2,0,4
2/26/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,700,1.01,1399,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,240,1.01,699,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,240,1.01,699,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,700,1.01,1399,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,700,1.01,1399,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,700,1.01,1399,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,700,1.01,1399,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,700,1.01,1399,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,700,1.01,1399,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,700,1.01,1399,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,700,1.01,1399,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,700,1.01,1399,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,700,1.01,1399,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,700,1.01,1399,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,700,1.01,1399,1,BODEGA CORP,2,0,4
02/03/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO I,Media,1100,1.01,1999,1,BODEGA CORP,2,0,4
02/03/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO I,Media,1100,1.01,1999,1,BODEGA CORP,2,0,4
02/03/2020,2020,Feb,149,EQUAL,PYME,ACQUISITION,OTRAS,OTRAS MODELO T,Baja,1.01,1.01,199,1,BODEGA CORP,2,0,4
02/04/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,530,1.01,999,1,BODEGA CORP,2,0,4
02/04/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,530,1.01,999,1,BODEGA CORP,2,0,4
02/04/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,530,1.01,999,1,BODEGA CORP,2,0,4
02/04/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO J,Media,2000,1.01,2599,1,BODEGA CORP,2,0,4
02/05/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1.01,1.01,1399,1,BODEGA CORP,2,0,4
02/05/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO W,Baja,360,1.01,699,1,BODEGA CORP,2,0,4
2/21/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO V,Baja,1,1.01,699,1,BODEGA CORP,1,0,2
2/21/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO V,Baja,1,1.01,699,1,BODEGA CORP,1,0,2
2/25/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO V,Baja,1,1.01,699,1,BODEGA CORP,1,0,2
2/27/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO V,Baja,1,1.01,699,1,BODEGA CORP,1,0,2
01/07/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO I,Media,1000,1.01,1999,1,BODEGA CORP,2,0,4
01/07/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO I,Media,1000,1.01,1999,1,BODEGA CORP,2,0,4
01/07/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO S,Media,1.01,1.01,999,1,BODEGA CORP,2,0,4
02/07/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,530,1.01,999,1,BODEGA CORP,2,0,4
1/30/2019,2019,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO X,Media,260,1.01,999,1,BODEGA CORP,1,0,2
2/14/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO X,Baja,260,1.01,899,1,BODEGA CORP,1,0,2
2/14/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO X,Baja,260,1.01,899,1,BODEGA CORP,1,0,2
2/20/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1100,1.01,1399,1,BODEGA CORP,1,0,2
2/20/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1100,1.01,1399,1,BODEGA CORP,1,0,2
2/20/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1100,1.01,1399,1,BODEGA CORP,1,0,2
2/20/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1100,1.01,1399,1,BODEGA CORP,1,0,2
2/20/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1100,1.01,1399,1,BODEGA CORP,1,0,2
2/20/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1100,1.01,1399,1,BODEGA CORP,1,0,2
2/20/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1100,1.01,1399,1,BODEGA CORP,1,0,2
2/18/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1200,1.01,1399,1,BODEGA CORP,1,0,2
2/18/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1200,1.01,1399,1,BODEGA CORP,1,0,2
2/18/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1200,1.01,1399,1,BODEGA CORP,1,0,2
2/18/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1200,1.01,1399,1,BODEGA CORP,1,0,2
2/18/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1200,1.01,1399,1,BODEGA CORP,1,0,2
2/18/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1200,1.01,1399,1,BODEGA CORP,1,0,2
2/20/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1200,1.01,1399,1,BODEGA CORP,1,0,2
01/09/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO I,Media,1000,1.01,1999,1,BODEGA CORP,2,0,4
01/09/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO I,Media,1000,1.01,1999,1,BODEGA CORP,2,0,4
01/09/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO I,Media,1000,1.01,1999,1,BODEGA CORP,2,0,4
01/09/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO I,Media,1000,1.01,1999,1,BODEGA CORP,2,0,4
01/09/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO I,Media,1000,1.01,1999,1,BODEGA CORP,2,0,4
01/09/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO I,Media,1000,1.01,1999,1,BODEGA CORP,2,0,4
01/09/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO I,Media,1000,1.01,1999,1,BODEGA CORP,2,0,4
01/09/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO I,Media,1000,1.01,1999,1,BODEGA CORP,2,0,4
01/09/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO I,Media,1000,1.01,1999,1,BODEGA CORP,2,0,4
01/10/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO O,Baja,300,1.01,599,1,BODEGA CORP,2,0,4
01/10/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1100,1.01,1399,1,BODEGA CORP,2,0,4
02/10/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO W,Baja,360,1.01,699,1,BODEGA CORP,2,0,4
02/10/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO W,Baja,360,1.01,699,1,BODEGA CORP,2,0,4
2/28/2019,2019,Feb,149,UPGRADE,PYME,RETENTION,MARCA 1,MARCA 1 MODELO C,Media,1200,1.01,1399,1,BODEGA CORP,1,0,2
2/28/2019,2019,Feb,149,UPGRADE,PYME,RETENTION,MARCA 1,MARCA 1 MODELO C,Media,1200,1.01,1399,1,BODEGA CORP,1,0,2
02/11/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,530,1.01,999,1,BODEGA CORP,2,0,4
02/11/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,530,1.01,999,1,BODEGA CORP,2,0,4
02/11/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,530,1.01,999,1,BODEGA CORP,2,0,4
02/11/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,530,1.01,999,1,BODEGA CORP,2,0,4
02/11/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1100,1.01,1399,1,BODEGA CORP,2,0,4
1/14/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO W,Baja,525,1.01,699,1,BODEGA CORP,2,0,4
1/14/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO W,Baja,525,1.01,699,1,BODEGA CORP,2,0,4
1/14/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO W,Baja,525,1.01,699,1,BODEGA CORP,2,0,4
1/14/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO W,Baja,525,1.01,699,1,BODEGA CORP,2,0,4
1/14/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO W,Baja,525,1.01,699,1,BODEGA CORP,2,0,4
1/14/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO W,Baja,525,1.01,699,1,BODEGA CORP,2,0,4
1/14/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO W,Baja,525,1.01,699,1,BODEGA CORP,2,0,4
1/15/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO J,Media,525,1.01,999,1,BODEGA CORP,2,0,4
1/15/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO J,Media,525,1.01,999,1,BODEGA CORP,2,0,4
1/16/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO W,Baja,525,1.01,699,1,BODEGA CORP,2,0,4
1/21/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO Q,Baja,300,1.01,599,1,BODEGA CORP,2,0,4
1/21/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO W,Baja,300,1.01,699,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,1.01,1.01,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,1.01,1.01,999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO O,Baja,1.01,1.01,599,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,1.01,1.01,999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,1.01,1.01,999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,1.01,1.01,999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,1.01,1.01,999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,1.01,1.01,999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,1.01,1.01,999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,1.01,1.01,999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,1.01,1.01,999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,1.01,1.01,999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,1.01,1.01,999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,1.01,1.01,999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,1.01,1.01,999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,1.01,1.01,999,1,BODEGA CORP,2,0,4
2/15/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO V,Baja,1,1.01,699,1,BODEGA CORP,1,0,2
2/20/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO V,Baja,1,1.01,699,1,BODEGA CORP,1,0,2
2/27/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO V,Baja,1,1.01,699,1,BODEGA CORP,1,0,2
1/18/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,OTRAS,OTRAS MODELO T,Baja,1.01,1.01,299,1,BODEGA CORP,1,0,2
1/24/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,OTRAS,OTRAS MODELO T,Baja,1.01,1.01,299,1,BODEGA CORP,1,0,2
1/24/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO V,Baja,1.01,1.01,699,1,BODEGA CORP,1,0,2
1/24/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO V,Baja,1.01,1.01,699,1,BODEGA CORP,1,0,2
1/24/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO V,Baja,1.01,1.01,699,1,BODEGA CORP,1,0,2
1/24/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO V,Baja,1.01,1.01,699,1,BODEGA CORP,1,0,2
1/24/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO V,Baja,1.01,1.01,699,1,BODEGA CORP,1,0,2
1/24/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO V,Baja,1.01,1.01,699,1,BODEGA CORP,1,0,2
1/24/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO V,Baja,1.01,1.01,699,1,BODEGA CORP,1,0,2
1/17/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO X,Media,260,1.01,999,1,BODEGA CORP,1,0,2
1/18/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO X,Media,260,1.01,999,1,BODEGA CORP,1,0,2
1/31/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO O,Baja,260,1.01,799,1,BODEGA CORP,1,0,2
1/31/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO X,Media,260,1.01,999,1,BODEGA CORP,1,0,2
02/05/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO O,Baja,260,1.01,799,1,BODEGA CORP,1,0,2
2/15/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO O,Baja,260,1.01,799,1,BODEGA CORP,1,0,2
2/28/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO X,Baja,260,1.01,899,1,BODEGA CORP,1,0,2
2/28/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO X,Baja,260,1.01,899,1,BODEGA CORP,1,0,2
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1000,1.01,1399,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO C,Media,530,1.01,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1.01,1.01,1399,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1.01,1.01,1399,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1.01,1.01,1399,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1.01,1.01,1399,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1.01,1.01,1399,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1.01,1.01,1399,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1.01,1.01,1399,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1.01,1.01,1399,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1.01,1.01,1399,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1.01,1.01,1399,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1.01,1.01,1399,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1.01,1.01,1399,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1.01,1.01,1399,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1.01,1.01,1399,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO F,Media,1.01,1.01,1399,1,BODEGA CORP,2,0,4
1/18/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1100,1.01,1399,1,BODEGA CORP,1,0,2
1/18/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1100,1.01,1399,1,BODEGA CORP,1,0,2
1/18/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1100,1.01,1399,1,BODEGA CORP,1,0,2
1/18/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1100,1.01,1399,1,BODEGA CORP,1,0,2
1/18/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1100,1.01,1399,1,BODEGA CORP,1,0,2
1/18/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1100,1.01,1399,1,BODEGA CORP,1,0,2
1/31/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1100,1.01,1399,1,BODEGA CORP,1,0,2
1/31/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1100,1.01,1399,1,BODEGA CORP,1,0,2
