Subsidy Dt,Año,Mes,CUOTA,NET,NEW_SEGMENT,TIPO_SUBSIDIO,MARCA,MODELO,GAMA,Diferencia_a_pagar,Diferencia_pagada,precio_venta,unidades,Tipo_Bodega,bimestre,marcapref,gruposeleccionado
1/17/2019,2019,Ene,275,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,419,419,599,1,BODEGA CORP,1,0,2
01/09/2019,2019,Ene,275,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,419,419,599,1,BODEGA CORP,1,0,2
01/09/2019,2019,Ene,275,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,419,419,599,1,BODEGA CORP,1,0,2
01/11/2019,2019,Ene,275,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,419,419,599,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,275,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,419,419,599,1,BODEGA CORP,1,0,2
01/09/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,419,419,599,1,BODEGA CORP,1,0,2
1/18/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,419,419,599,1,BODEGA CORP,1,0,2
01/08/2019,2019,Ene,275,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,419,419,599,1,BODEGA CORP,1,0,2
01/07/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,419,419,599,1,BODEGA CORP,1,0,2
01/09/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,419,419,599,1,BODEGA CORP,1,0,2
1/17/2019,2019,Ene,350,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO U,Media,1,417,2199,1,BODEGA CORP,1,0,2
1/17/2019,2019,Ene,550,UPGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO J,Alta,1260,402,6999,1,TIENDAS,1,1,1
1/14/2019,2019,Ene,350,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO U,Media,1,401,2199,1,BODEGA CORP,1,0,2
2/22/2019,2019,Feb,275,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO U,Media,1020,401,1999,1,BODEGA CORP,1,0,2
1/22/2019,2019,Ene,950,UPGRADE,PYME,ACQUISITION,MARCA 4,MARCA 4 MODELO N,Utra,400,400.01,11699,1,BODEGA CORP,1,1,1
2/19/2020,2020,Feb,300,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO N,Media,2600,400.01,2999,1,BODEGA CORP,2,0,4
1/20/2019,2019,Ene,950,UPGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO N,Utra,400.01,400.01,11699,1,TIENDAS,1,1,1
01/09/2020,2020,Ene,99,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO O,Baja,400,400.01,599,1,TIENDAS,2,0,4
1/17/2020,2020,Ene,99,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,400,400.01,599,1,TIENDAS,2,0,4
1/19/2020,2020,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,350,400.01,599,1,TIENDAS,2,0,4
02/02/2019,2019,Feb,950,DOWNGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO N,Utra,400,400.01,11699,1,TIENDAS,1,1,1
02/06/2020,2020,Feb,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,550,400.01,999,1,TIENDAS,2,0,4
01/10/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1200,400.01,1399,1,TIENDAS,1,0,2
01/10/2019,2019,Ene,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1200,400.01,1399,1,TIENDAS,1,0,2
01/07/2020,2020,Ene,99,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO O,Baja,400,400.01,599,1,TIENDAS,2,0,4
1/25/2020,2020,Ene,99,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO O,Baja,400,400.01,599,1,TIENDAS,2,0,4
1/24/2019,2019,Ene,950,UPGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO N,Utra,400,400.01,11699,1,TIENDAS,1,1,1
2/19/2019,2019,Feb,275,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO C,Media,400.01,400.01,1399,1,TIENDAS,1,0,2
02/06/2019,2019,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 1,MARCA 1 MODELO C,Media,1200,400.01,1399,1,TIENDAS,1,0,2
01/02/2020,2020,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,400,400.01,599,1,TIENDAS,2,0,4
01/12/2020,2020,Ene,99,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO W,Baja,400,400.01,699,1,TIENDAS,2,0,4
2/20/2020,2020,Feb,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,400.01,400.01,599,1,TIENDAS,2,0,4
02/08/2020,2020,Feb,99,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO S,Media,550,400.01,999,1,TIENDAS,2,0,4
2/19/2020,2020,Feb,650,UPGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO M,Alta,1250,400,6199,1,BODEGA CORP,2,1,3
1/20/2020,2020,Ene,350,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO K,Media,400,400,2699,1,BODEGA CORP,2,0,4
1/16/2020,2020,Ene,300,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO J,Media,895,400,2599,1,BODEGA CORP,2,0,4
1/18/2019,2019,Ene,275,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO Q,Media,900,400,2399,1,BODEGA CORP,1,0,2
1/31/2019,2019,Ene,275,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO U,Media,900,400,2199,1,BODEGA CORP,1,0,2
1/27/2020,2020,Ene,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO F,Media,400,400,1399,1,BODEGA CORP,2,0,4
1/21/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,400,400,599,1,BODEGA CORP,2,0,4
1/21/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,400,400,599,1,BODEGA CORP,2,0,4
02/03/2020,2020,Feb,99,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,400,400,599,1,BODEGA CORP,2,0,4
02/03/2020,2020,Feb,99,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,400,400,599,1,BODEGA CORP,2,0,4
02/03/2020,2020,Feb,99,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,400,400,599,1,BODEGA CORP,2,0,4
02/03/2020,2020,Feb,99,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,400,400,599,1,BODEGA CORP,2,0,4
02/03/2020,2020,Feb,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,400,400,599,1,BODEGA CORP,2,0,4
02/03/2020,2020,Feb,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,400,400,599,1,BODEGA CORP,2,0,4
01/10/2020,2020,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,400,400,599,1,BODEGA CORP,2,0,4
2/29/2020,2020,Feb,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,550,400,999,1,BODEGA CORP,2,0,4
2/29/2020,2020,Feb,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,550,400,999,1,BODEGA CORP,2,0,4
2/29/2020,2020,Feb,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,550,400,999,1,BODEGA CORP,2,0,4
2/29/2020,2020,Feb,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,550,400,999,1,BODEGA CORP,2,0,4
2/29/2020,2020,Feb,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,550,400,999,1,BODEGA CORP,2,0,4
1/22/2019,2019,Ene,950,DOWNGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO N,Utra,400,400,11699,1,TIENDAS,1,1,1
1/23/2019,2019,Ene,950,UPGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO N,Utra,400,400,11699,1,TIENDAS,1,1,1
01/05/2019,2019,Ene,950,UPGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO N,Utra,400,400,11699,1,TIENDAS,1,1,1
01/09/2019,2019,Ene,950,UPGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO N,Utra,400,400,11699,1,TIENDAS,1,1,1
01/09/2019,2019,Ene,950,UPGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO N,Utra,400,400,11699,1,TIENDAS,1,1,1
02/05/2020,2020,Feb,99,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,550,400,999,1,TIENDAS,2,0,4
1/22/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,400,400,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,400,400,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,400,400,999,1,BODEGA CORP,2,0,4
01/02/2019,2019,Ene,950,UPGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO N,Utra,400,400,11699,1,TIENDAS,1,1,1
2/26/2019,2019,Feb,275,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO U,Media,1020,400,1999,1,TIENDAS,1,0,2
2/28/2019,2019,Feb,149,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO C,Media,400,400,1399,1,TIENDAS,1,0,2
02/03/2020,2020,Feb,99,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,400,400,599,1,TIENDAS,2,0,4
02/03/2020,2020,Feb,99,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,400,400,599,1,TIENDAS,2,0,4
02/09/2020,2020,Feb,99,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,550,400,999,1,TIENDAS,2,0,4
01/12/2019,2019,Ene,950,UPGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO N,Utra,400,400,11699,1,TIENDAS,1,1,1
01/04/2019,2019,Ene,950,UPGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO N,Utra,400,400,11699,1,TIENDAS,1,1,1
1/19/2019,2019,Ene,275,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO U,Media,900,400,2199,1,TIENDAS,1,0,2
2/13/2020,2020,Feb,99,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,550,400,999,1,TIENDAS,2,0,4
2/23/2019,2019,Feb,350,EQUAL,PYME,RETENTION,OTRAS,OTRAS MODELO W,Baja,399,399,399,1,TIENDAS,1,0,2
2/27/2020,2020,Feb,99,UPGRADE,PYME,ACQUISITION,OTRAS,OTRAS MODELO AE,Media,1999,399,1999,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,99,UPGRADE,PYME,ACQUISITION,OTRAS,OTRAS MODELO AE,Media,1999,399,1999,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,99,UPGRADE,PYME,ACQUISITION,OTRAS,OTRAS MODELO AE,Media,1999,399,1999,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,99,UPGRADE,PYME,ACQUISITION,OTRAS,OTRAS MODELO AE,Media,1999,399,1999,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,99,UPGRADE,PYME,ACQUISITION,OTRAS,OTRAS MODELO AE,Media,1999,399,1999,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,99,UPGRADE,PYME,ACQUISITION,OTRAS,OTRAS MODELO AE,Media,1999,399,1999,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,99,UPGRADE,PYME,ACQUISITION,OTRAS,OTRAS MODELO AE,Media,1999,399,1999,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,99,UPGRADE,PYME,ACQUISITION,OTRAS,OTRAS MODELO AE,Media,1999,399,1999,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,99,UPGRADE,PYME,ACQUISITION,OTRAS,OTRAS MODELO AE,Media,1999,399,1999,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,99,UPGRADE,PYME,ACQUISITION,OTRAS,OTRAS MODELO AE,Media,1999,399,1999,1,BODEGA CORP,2,0,4
1/18/2019,2019,Ene,550,EQUAL,PYME,RETENTION,OTRAS,OTRAS MODELO AH,Baja,399,399,399,1,TIENDAS,1,0,2
02/11/2019,2019,Feb,99,EQUAL,PYME,RETENTION,OTRAS,OTRAS MODELO W,Baja,399,399,399,1,TIENDAS,1,0,2
2/18/2020,2020,Feb,850,UPGRADE,PYME,RETENTION,OTRAS,OTRAS MODELO C,Baja,399,399,399,1,TIENDAS,2,0,4
01/10/2020,2020,Ene,300,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO N,Media,2097,397,2999,1,BODEGA CORP,2,0,4
01/10/2020,2020,Ene,300,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO N,Media,2097,397,2999,1,BODEGA CORP,2,0,4
01/10/2020,2020,Ene,300,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO N,Media,2097,397,2999,1,BODEGA CORP,2,0,4
01/10/2020,2020,Ene,300,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO N,Media,2097,397,2999,1,BODEGA CORP,2,0,4
01/10/2020,2020,Ene,300,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO N,Media,2097,397,2999,1,BODEGA CORP,2,0,4
1/16/2020,2020,Ene,350,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO J,Media,1,390,2599,1,BODEGA CORP,2,0,4
1/30/2020,2020,Ene,850,UPGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO D,Alta,1,384,7499,1,BODEGA CORP,2,1,3
1/17/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,380,380,599,1,BODEGA CORP,1,0,2
2/28/2020,2020,Feb,149,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,300,378,599,1,BODEGA CORP,2,0,4
2/18/2020,2020,Feb,149,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,300,375,599,1,BODEGA CORP,2,0,4
1/28/2019,2019,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO V,Baja,1,372,699,1,BODEGA CORP,1,0,2
1/28/2019,2019,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO V,Baja,1,372,699,1,BODEGA CORP,1,0,2
1/18/2019,2019,Ene,275,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO U,Media,1020,370,2199,1,TIENDAS,1,0,2
1/18/2019,2019,Ene,275,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO U,Media,1020,370,2199,1,TIENDAS,1,0,2
1/31/2020,2020,Ene,850,UPGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO D,Alta,1,368,7499,1,BODEGA CORP,2,1,3
1/16/2019,2019,Ene,450,UPGRADE,PYME,RETENTION,MARCA 1,MARCA 1 MODELO J,Alta,1,368,3299,1,BODEGA CORP,1,0,2
1/14/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,200,366,599,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,BODEGA CORP,2,0,4
02/07/2020,2020,Feb,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,TIENDAS,2,0,4
02/12/2020,2020,Feb,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,TIENDAS,2,0,4
1/27/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,TIENDAS,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,TIENDAS,2,0,4
2/20/2020,2020,Feb,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,TIENDAS,2,0,4
1/21/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 1,MARCA 1 MODELO G,Media,1000,360,1999,1,TIENDAS,2,0,4
1/29/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,TIENDAS,2,0,4
1/30/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,TIENDAS,2,0,4
1/30/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,TIENDAS,2,0,4
1/30/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,TIENDAS,2,0,4
01/04/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO C,Media,1200,360,1399,1,BODEGA CORP,1,0,2
1/27/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,TIENDAS,2,0,4
1/31/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,TIENDAS,2,0,4
2/14/2020,2020,Feb,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,TIENDAS,2,0,4
2/15/2020,2020,Feb,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,TIENDAS,2,0,4
2/29/2020,2020,Feb,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,TIENDAS,2,0,4
02/10/2020,2020,Feb,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,TIENDAS,2,0,4
2/18/2020,2020,Feb,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,360,699,1,TIENDAS,2,0,4
2/27/2020,2020,Feb,300,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO V,Media,500,355,1999,1,BODEGA CORP,2,0,4
01/10/2020,2020,Ene,99,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,350,350,599,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,350,350,599,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,350,350,599,1,BODEGA CORP,2,0,4
1/25/2019,2019,Ene,149,UPGRADE,PYME,RETENTION,MARCA 1,MARCA 1 MODELO C,Media,1200,350,1399,1,TIENDAS,1,0,2
1/25/2019,2019,Ene,149,UPGRADE,PYME,RETENTION,MARCA 1,MARCA 1 MODELO C,Media,1200,350,1399,1,TIENDAS,1,0,2
1/25/2019,2019,Ene,149,UPGRADE,PYME,RETENTION,MARCA 1,MARCA 1 MODELO C,Media,1200,350,1399,1,TIENDAS,1,0,2
1/25/2019,2019,Ene,149,UPGRADE,PYME,RETENTION,MARCA 1,MARCA 1 MODELO C,Media,1200,350,1399,1,TIENDAS,1,0,2
1/25/2019,2019,Ene,149,UPGRADE,PYME,RETENTION,MARCA 1,MARCA 1 MODELO C,Media,1200,350,1399,1,TIENDAS,1,0,2
2/17/2020,2020,Feb,650,UPGRADE,PYME,ACQUISITION,MARCA 4,MARCA 4 MODELO D,Alta,3300,350,7499,1,TIENDAS,2,1,3
2/17/2020,2020,Feb,650,UPGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO D,Alta,3300,350,7499,1,TIENDAS,2,1,3
1/17/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO I,Media,1000,350,1999,1,TIENDAS,2,0,4
1/17/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO I,Media,1000,350,1999,1,TIENDAS,2,0,4
1/21/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO I,Media,1000,350,1999,1,TIENDAS,2,0,4
1/28/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO I,Media,350,350,1999,1,TIENDAS,2,0,4
02/08/2020,2020,Feb,99,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,400,350,599,1,TIENDAS,2,0,4
02/12/2020,2020,Feb,99,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,550,350,999,1,TIENDAS,2,0,4
1/17/2020,2020,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,350,350,599,1,TIENDAS,2,0,4
2/19/2020,2020,Feb,99,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,400,350,599,1,TIENDAS,2,0,4
02/06/2020,2020,Feb,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,525,350,999,1,BODEGA CORP,2,0,4
01/08/2020,2020,Ene,99,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO S,Media,550,350,999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,99,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,350,350,999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,99,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,350,350,999,1,BODEGA CORP,2,0,4
1/26/2020,2020,Ene,99,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,350,350,599,1,TIENDAS,2,0,4
1/26/2020,2020,Ene,99,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,350,350,599,1,TIENDAS,2,0,4
1/26/2020,2020,Ene,99,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,350,350,599,1,TIENDAS,2,0,4
2/17/2020,2020,Feb,650,UPGRADE,PYME,RETENTION,MARCA 4,MARCA 4 MODELO D,Alta,3300,350,7499,1,TIENDAS,2,1,3
2/17/2020,2020,Feb,350,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO F,Alta,2000,350,4199,1,TIENDAS,2,0,4
2/13/2020,2020,Feb,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,400,350,599,1,TIENDAS,2,0,4
2/13/2020,2020,Feb,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,400,350,599,1,TIENDAS,2,0,4
2/13/2020,2020,Feb,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,400,350,599,1,TIENDAS,2,0,4
01/02/2020,2020,Ene,450,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO N,Media,1,345,2999,1,BODEGA CORP,2,0,4
2/26/2019,2019,Feb,350,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO U,Media,1,343,1999,1,BODEGA CORP,1,0,2
01/04/2019,2019,Ene,275,DOWNGRADE,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,199,343,799,1,BODEGA CORP,1,0,2
1/16/2019,2019,Ene,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO Q,Media,1020,331,2399,1,BODEGA CORP,1,0,2
1/16/2019,2019,Ene,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO Q,Media,1020,331,2399,1,BODEGA CORP,1,0,2
1/16/2019,2019,Ene,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO Q,Media,1020,331,2399,1,BODEGA CORP,1,0,2
1/16/2019,2019,Ene,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO Q,Media,1020,331,2399,1,BODEGA CORP,1,0,2
1/16/2019,2019,Ene,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO Q,Media,1020,331,2399,1,BODEGA CORP,1,0,2
1/16/2019,2019,Ene,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO Q,Media,1020,331,2399,1,BODEGA CORP,1,0,2
1/23/2020,2020,Ene,99,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,325,325,999,1,BODEGA CORP,2,0,4
01/11/2020,2020,Ene,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO I,Media,700,325,1999,1,TIENDAS,2,0,4
01/11/2020,2020,Ene,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO I,Media,700,325,1999,1,TIENDAS,2,0,4
01/11/2020,2020,Ene,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO I,Media,700,325,1999,1,TIENDAS,2,0,4
01/07/2019,2019,Ene,275,UPGRADE,PYME,RETENTION,MARCA 1,MARCA 1 MODELO J,Alta,310,310,3299,1,TIENDAS,1,0,2
1/23/2020,2020,Ene,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO I,Media,309,309,1999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO I,Media,309,309,1999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,275,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO I,Media,309,309,1999,1,BODEGA CORP,2,0,4
01/08/2020,2020,Ene,300,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO V,Media,301,301,1999,1,BODEGA CORP,2,0,4
2/17/2020,2020,Feb,350,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO J,Media,700,300,2599,1,BODEGA CORP,2,0,4
2/29/2020,2020,Feb,300,UPGRADE,PYME,ACQUISITION,MARCA 3,MARCA 3 MODELO N,Media,2600,300,2999,1,BODEGA CORP,2,0,4
